流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
58,20250408,臺北市,大同區,蓬萊里,住宅,51,0,0,3,3,0,0,0,0,0,0,0
59,20250408,臺北市,士林區,福中里,公園,1,0,0,0,0,0,0,0,0,0,0,0
60,20250408,臺北市,南港區,成福里,住宅,42,0,0,8,8,0,0,0,0,0,0,0
61,20250408,臺北市,大安區,和安里,住宅,10,0,0,11,11,0,0,0,0,0,0,0
62,20250408,臺北市,士林區,社子里,住宅,31,0,0,1,1,0,0,0,0,0,0,0
63,20250408,臺北市,士林區,岩山里,住宅,38,1,0,10,10,0,1,1,3,1,10,4
64,20250408,臺北市,中正區,龍興里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
65,20250408,臺北市,中正區,龍光里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
66,20250408,臺北市,松山區,美仁里,機關,1,0,9,0,9,0,0,0,0,0,0,0
67,20250408,臺北市,中正區,頂東里,住宅,50,0,0,1,1,0,0,0,0,0,0,0
68,20250408,臺北市,中正區,龍福里,市場,1,0,0,3,3,0,0,0,0,0,0,0
69,20250408,臺北市,士林區,溪山里,住宅,50,0,0,17,17,0,0,0,0,0,0,0
70,20250408,臺北市,士林區,平等里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
71,20250409,臺北市,中正區,忠勤里,其他,1,0,0,0,0,0,0,0,0,0,0,0
72,20250409,臺北市,中正區,光復里,市場,1,0,0,8,8,0,0,0,0,0,0,0
73,20250409,臺北市,內湖區,寶湖里,菜園,1,0,0,10,10,0,0,0,0,0,0,0
74,20250409,臺北市,北投區,湖田里,其他,1,0,0,0,0,0,0,0,0,0,0,0
75,20250409,臺北市,中正區,幸福里,市場,1,0,0,2,2,0,0,0,0,0,0,0
76,20250409,臺北市,中正區,幸福里,其他,1,0,0,0,0,0,0,0,0,0,0,0
77,20250409,臺北市,內湖區,康寧里,住宅,102,1,0,34,34,0,1,1,1,1,3,2
78,20250409,臺北市,內湖區,湖興里,住宅,79,1,0,4,4,0,1,1,1,1,25,6
79,20250409,臺北市,大安區,住安里,住宅,72,0,0,15,15,0,0,0,0,0,0,0
80,20250409,臺北市,大安區,民輝里,住宅,60,0,0,10,10,0,0,0,0,0,0,0
81,20250409,臺北市,大安區,群英里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
82,20250409,臺北市,松山區,新東里,住宅,73,0,0,38,38,0,0,0,0,0,0,0
83,20250409,臺北市,大同區,朝陽里,公園,0,0,8,15,23,0,0,0,0,0,0,0
84,20250409,臺北市,內湖區,寶湖里,機關,1,0,5,0,5,0,0,0,0,0,0,0
85,20250409,臺北市,士林區,溪山里,學校,1,0,0,11,11,0,0,0,0,0,0,0
86,20250409,臺北市,內湖區,西康里,住宅,108,0,0,22,22,0,0,0,0,0,0,0
87,20250409,臺北市,南港區,新光里,住宅,50,2,0,14,14,0,2,2,4,1,14,4
88,20250409,臺北市,中山區,朱園里,住宅,70,0,0,7,7,0,0,0,0,0,0,0
89,20250409,臺北市,大安區,臥龍里,學校,1,0,0,4,4,0,0,0,0,0,0,0
90,20250409,臺北市,北投區,泉源里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
91,20250409,臺北市,北投區,大屯里,住宅,48,1,0,17,17,0,1,1,2,1,6,3
92,20250409,臺北市,北投區,湖山里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
93,20250409,臺北市,北投區,湖山里,公園,1,0,0,0,0,0,0,0,0,0,0,0
94,20250409,臺北市,北投區,湖田里,住宅,36,1,0,21,21,0,1,1,3,1,5,2
95,20250409,臺北市,信義區,興隆里,機關,1,0,0,0,0,0,0,0,0,0,0,0
96,20250410,臺北市,大同區,民權里,住宅,52,0,6,1,7,0,0,0,0,0,0,0
97,20250410,臺北市,士林區,天母里,住宅,60,0,0,15,15,0,0,0,0,0,0,0
98,20250410,臺北市,士林區,天玉里,住宅,60,0,0,13,13,0,0,0,0,0,0,0
99,20250410,臺北市,大同區,大有里,住宅,51,0,3,2,5,0,0,0,0,0,0,0
100,20250410,臺北市,士林區,福佳里,住宅,53,0,0,7,7,0,0,0,0,0,0,0
101,20250410,臺北市,士林區,福林里,住宅,58,0,0,4,4,0,0,0,0,0,0,0
102,20250410,臺北市,信義區,長春里,住宅,100,1,0,31,31,0,1,1,1,1,3,2
103,20250411,臺北市,萬華區,銘德里,公園,1,0,0,0,0,0,0,0,0,0,0,0
104,20250411,臺北市,大同區,雙連里,住宅,50,2,0,28,28,0,2,2,4,1,7,3
105,20250411,臺北市,松山區,慈祐里,學校,1,0,0,8,8,0,0,0,0,0,0,0
106,20250411,臺北市,松山區,慈祐里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
107,20250411,臺北市,大同區,玉泉里,住宅,8,0,0,0,0,0,0,0,0,0,0,0
108,20250411,臺北市,大同區,永樂里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
109,20250411,臺北市,大同區,玉泉里,住宅,20,0,0,0,0,0,0,0,0,0,0,0
110,20250411,臺北市,士林區,福林里,學校,1,0,0,5,5,0,0,0,0,0,0,0
111,20250411,臺北市,南港區,東明里,住宅,65,1,0,21,21,0,1,1,2,1,5,2
112,20250411,臺北市,中正區,建國里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
113,20250411,臺北市,中山區,中央里,住宅,70,0,0,32,32,0,0,0,0,0,0,0
114,20250411,臺北市,中山區,聚葉里,住宅,70,1,0,18,18,0,1,1,1,1,6,3
115,20250411,臺北市,大安區,群賢里,住宅,60,1,0,8,8,0,1,1,2,1,12,4
116,20250411,臺北市,大安區,法治里,住宅,60,1,0,17,17,0,1,1,2,1,6,3
117,20250411,臺北市,信義區,大仁里,住宅,286,2,0,47,47,0,2,2,1,1,4,2
118,20250411,臺北市,萬華區,興德里,公園,1,5,0,108,108,0,5,5,500,9,5,2
119,20250411,臺北市,南港區,九如里,住宅,42,0,0,26,26,0,0,0,0,0,0,0
120,20250411,臺北市,大同區,隆和里,住宅,56,0,0,0,0,0,0,0,0,0,0,0
121,20250411,臺北市,士林區,富洲里,住宅,60,0,0,14,14,0,0,0,0,0,0,0
122,20250411,臺北市,士林區,福安里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
123,20250411,臺北市,大同區,景星里,住宅,58,0,0,4,4,0,0,0,0,0,0,0
124,20250411,臺北市,文山區,老泉里,住宅,30,0,0,16,16,0,0,0,0,0,0,0
125,20250414,臺北市,文山區,忠順里,住宅,65,0,0,6,6,0,0,0,0,0,0,0
126,20250414,臺北市,大同區,國順里,住宅,50,0,0,1,1,0,0,0,0,0,0,0
127,20250414,臺北市,信義區,西村里,機關,2,0,0,49,49,0,0,0,0,0,0,0
128,20250414,臺北市,大同區,國慶里,住宅,58,0,0,4,4,0,0,0,0,0,0,0
129,20250414,臺北市,大同區,玉泉里,住宅,50,0,1,12,13,0,0,0,0,0,0,0
130,20250414,臺北市,大安區,光武里,住宅,30,0,0,15,15,0,0,0,0,0,0,0
131,20250414,臺北市,文山區,萬有里,住宅,70,0,0,11,11,0,0,0,0,0,0,0
132,20250414,臺北市,中山區,大直里,住宅,70,0,0,29,29,0,0,0,0,0,0,0
133,20250414,臺北市,大同區,永樂里,住宅,50,2,3,4,7,0,2,2,4,1,29,7
134,20250414,臺北市,文山區,樟腳里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
135,20250415,臺北市,信義區,黎順里,住宅,286,2,0,62,62,0,4,4,1,1,6,3
136,20250415,臺北市,中正區,梅花里,其他,1,0,0,2,2,0,0,0,0,0,0,0
137,20250415,臺北市,中山區,行孝里,住宅,70,0,0,16,16,0,0,0,0,0,0,0
138,20250415,臺北市,中山區,新庄里,公園,0,0,0,5,5,0,0,0,0,0,0,0
139,20250415,臺北市,中山區,新庄里,公園,0,0,0,0,0,0,0,0,0,0,0,0
140,20250415,臺北市,文山區,萬祥里,住宅,60,0,0,7,7,0,0,0,0,0,0,0
141,20250415,臺北市,大安區,古風里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
142,20250415,臺北市,大安區,龍坡里,住宅,60,2,0,10,10,0,2,2,3,1,20,5
143,20250415,臺北市,大安區,新龍里,住宅,60,0,0,12,12,0,0,0,0,0,0,0
144,20250415,臺北市,大安區,光武里,住宅,60,0,0,14,14,0,0,0,0,0,0,0
145,20250415,臺北市,南港區,西新里,住宅,65,0,0,9,9,0,0,0,0,0,0,0
146,20250415,臺北市,中山區,新庄里,公園,0,0,0,14,14,0,0,0,0,0,0,0
147,20250415,臺北市,士林區,陽明里,住宅,50,0,0,19,19,0,0,0,0,0,0,0
148,20250415,臺北市,中正區,黎明里,其他,1,0,0,0,0,0,0,0,0,0,0,0
149,20250415,臺北市,士林區,新安里,住宅,53,1,0,22,22,0,1,1,2,1,5,2
150,20250416,臺北市,文山區,萬年里,住宅,65,1,0,8,8,0,1,1,2,1,12,4
151,20250416,臺北市,文山區,萬隆里,住宅,240,0,0,17,17,0,0,0,0,0,0,0
152,20250416,臺北市,大安區,龍雲里,住宅,108,1,0,29,29,0,1,1,1,1,3,2
153,20250416,臺北市,南港區,玉成里,住宅,77,2,0,16,16,0,2,2,3,1,12,4
154,20250416,臺北市,松山區,復源里,住宅,56,0,0,21,21,0,0,0,0,0,0,0
155,20250416,臺北市,士林區,平等里,學校,1,0,0,15,15,0,0,0,0,0,0,0
156,20250416,臺北市,中山區,成功里,住宅,70,1,0,22,22,0,1,1,1,1,5,2
157,20250416,臺北市,內湖區,瑞陽里,住宅,116,0,0,14,14,0,0,0,0,0,0,0
158,20250416,臺北市,大同區,建明里,住宅,91,0,0,1,1,0,0,0,0,0,0,0
159,20250416,臺北市,內湖區,樂康里,住宅,106,0,0,15,15,0,0,0,0,0,0,0
160,20250416,臺北市,信義區,景聯里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
161,20250416,臺北市,內湖區,碧山里,山區,1,1,0,36,36,0,1,1,100,8,3,2
162,20250416,臺北市,松山區,美仁里,住宅,6,0,13,2,15,0,0,0,0,0,0,0
163,20250417,臺北市,士林區,百齡里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
164,20250417,臺北市,萬華區,銘德里,公園,1,0,0,0,0,0,0,0,0,0,0,0
165,20250417,臺北市,士林區,永福里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
166,20250417,臺北市,內湖區,湖濱里,住宅,77,2,0,17,17,0,2,2,3,1,12,4
167,20250417,臺北市,信義區,黎順里,住宅,61,0,0,5,5,0,0,0,0,0,0,0
168,20250417,臺北市,信義區,雅祥里,住宅,40,0,0,3,3,0,0,0,0,0,0,0
169,20250417,臺北市,南港區,合成里,住宅,62,0,0,13,13,0,0,0,0,0,0,0
170,20250417,臺北市,萬華區,銘德里,住宅,50,0,0,76,76,0,0,0,0,0,0,0
171,20250417,臺北市,萬華區,榮德里,住宅,50,1,0,58,58,0,1,1,2,1,2,1
172,20250417,臺北市,中山區,力行里,住宅,70,2,0,28,28,0,2,2,3,1,7,3
173,20250417,臺北市,大安區,敦安里,住宅,70,1,0,9,9,0,1,1,1,1,11,4
174,20250417,臺北市,松山區,民有里,住宅,72,0,0,17,17,0,0,0,0,0,0,0
175,20250417,臺北市,士林區,福中里,住宅,72,0,0,6,6,0,0,0,0,0,0,0
176,20250417,臺北市,萬華區,興德里,公園,1,0,0,19,19,0,0,0,0,0,0,0
177,20250417,臺北市,大安區,龍圖里,住宅,89,4,0,13,13,0,6,6,7,2,46,9
178,20250417,臺北市,內湖區,安湖里,住宅,149,0,0,12,12,0,0,0,0,0,0,0
179,20250417,臺北市,士林區,公館里,住宅,50,0,0,8,8,0,0,0,0,0,0,0
180,20250417,臺北市,文山區,萬美里,住宅,127,0,0,16,16,0,0,0,0,0,0,0
181,20250418,臺北市,萬華區,壽德里,住宅,50,0,0,90,90,0,0,0,0,0,0,0
182,20250418,臺北市,萬華區,興德里,住宅,50,0,0,94,94,0,0,0,0,0,0,0
183,20250418,臺北市,內湖區,碧山里,山區,1,1,0,36,36,0,1,1,100,8,3,2
184,20250418,臺北市,萬華區,銘德里,公園,1,0,0,0,0,0,0,0,0,0,0,0
185,20250418,臺北市,中山區,正得里,住宅,70,0,0,21,21,0,0,0,0,0,0,0
186,20250418,臺北市,萬華區,興德里,公園,1,0,0,0,0,0,0,0,0,0,0,0
187,20250418,臺北市,南港區,成福里,住宅,54,0,0,9,9,0,0,0,0,0,0,0
188,20250418,臺北市,中山區,圓山里,菜園,0,0,0,2,2,0,0,0,0,0,0,0
189,20250418,臺北市,大安區,敦煌里,住宅,74,4,0,12,12,0,7,7,9,2,58,9
190,20250418,臺北市,士林區,天和里,住宅,23,0,0,1,1,0,0,0,0,0,0,0
191,20250421,臺北市,內湖區,南湖里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
192,20250421,臺北市,內湖區,安泰里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
193,20250421,臺北市,內湖區,寶湖里,菜園,1,0,0,5,5,0,0,0,0,0,0,0
194,20250421,臺北市,南港區,萬福里,住宅,78,1,0,34,34,0,1,1,1,1,3,2
195,20250421,臺北市,文山區,樟文里,住宅,70,0,0,6,6,0,0,0,0,0,0,0
196,20250421,臺北市,中山區,江山里,住宅,70,2,0,32,32,0,2,2,3,1,6,3
197,20250421,臺北市,信義區,安康里,住宅,72,1,0,17,17,0,1,1,1,1,6,3
198,20250421,臺北市,萬華區,華中里,住宅,50,1,0,76,76,0,1,1,2,1,1,1
199,20250421,臺北市,萬華區,新忠里,住宅,50,0,0,68,68,0,0,0,0,0,0,0
200,20250421,臺北市,內湖區,寶湖里,菜園,1,0,7,0,7,0,0,0,0,0,0,0
201,20250421,臺北市,文山區,樟新里,住宅,142,0,0,22,22,0,0,0,0,0,0,0
202,20250421,臺北市,內湖區,湖興里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
203,20250422,臺北市,萬華區,新和里,住宅,50,0,0,54,54,0,0,0,0,0,0,0
204,20250422,臺北市,信義區,新仁里,住宅,76,0,0,21,21,0,0,0,0,0,0,0
205,20250422,臺北市,萬華區,新安里,住宅,50,0,0,65,65,0,0,0,0,0,0,0
206,20250422,臺北市,士林區,名山里,學校,1,0,0,5,5,0,0,0,0,0,0,0
207,20250422,臺北市,中正區,黎明里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
208,20250422,臺北市,松山區,中正里,住宅,1,0,0,3,3,0,0,0,0,0,0,0
209,20250422,臺北市,松山區,美仁里,住宅,1,1,28,21,49,1,0,1,100,8,2,1
210,20250422,臺北市,松山區,美仁里,機關,12,0,1,0,1,0,0,0,0,0,0,0
211,20250422,臺北市,中山區,新生里,住宅,70,1,0,43,43,0,1,1,1,1,2,1
212,20250422,臺北市,士林區,天祿里,學校,1,0,0,13,13,0,0,0,0,0,0,0
213,20250422,臺北市,萬華區,西門里,住宅,50,0,0,16,16,0,0,0,0,0,0,0
214,20250422,臺北市,松山區,吉仁里,住宅,88,0,0,15,15,0,0,0,0,0,0,0
215,20250423,臺北市,松山區,美仁里,機關,1,0,8,13,21,0,0,0,0,0,0,0
216,20250423,臺北市,松山區,松基里,機關,1,0,0,1,1,0,0,0,0,0,0,0
217,20250423,臺北市,松山區,美仁里,機關,1,0,5,3,8,0,0,0,0,0,0,0
218,20250423,臺北市,松山區,美仁里,機關,1,0,4,0,4,0,0,0,0,0,0,0
219,20250423,臺北市,大同區,建明里,住宅,103,1,0,15,15,0,1,1,1,1,7,3
220,20250423,臺北市,萬華區,萬壽里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
221,20250423,臺北市,南港區,玉成里,住宅,63,0,0,4,4,0,0,0,0,0,0,0
222,20250423,臺北市,中山區,朱馥里,住宅,70,1,0,18,18,0,1,1,1,1,6,3
223,20250423,臺北市,大安區,仁慈里,住宅,90,3,0,7,7,0,4,4,4,1,57,9
224,20250424,臺北市,信義區,泰和里,住宅,105,2,0,31,31,0,2,2,2,1,6,3
225,20250424,臺北市,士林區,德華里,學校,1,0,0,10,10,0,0,0,0,0,0,0
226,20250424,臺北市,文山區,興昌里,住宅,83,0,6,4,10,0,0,0,0,0,0,0
227,20250424,臺北市,大安區,永康里,住宅,40,0,0,4,4,0,0,0,0,0,0,0
228,20250424,臺北市,內湖區,清白里,住宅,116,0,0,38,38,0,0,0,0,0,0,0
229,20250424,臺北市,中山區,中山里,住宅,70,3,0,19,19,0,3,3,4,1,16,5
230,20250424,臺北市,文山區,興旺里,住宅,82,0,0,3,3,0,0,0,0,0,0,0
231,20250424,臺北市,士林區,三玉里,學校,1,0,0,7,7,0,0,0,0,0,0,0
232,20250424,臺北市,大安區,敦煌里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
233,20250424,臺北市,大安區,龍圖里,住宅,60,0,0,8,8,0,0,0,0,0,0,0
234,20250424,臺北市,萬華區,日祥里,住宅,50,1,0,99,99,0,1,1,2,1,1,1
235,20250425,臺北市,松山區,美仁里,機關,1,0,0,8,8,0,0,0,0,0,0,0
236,20250425,臺北市,信義區,新仁里,機關,1,0,0,12,12,0,0,0,0,0,0,0
237,20250425,臺北市,中正區,河堤里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
238,20250425,臺北市,萬華區,忠貞里,住宅,50,1,0,80,80,0,1,1,2,1,1,1
239,20250428,臺北市,文山區,萬芳里,住宅,136,1,0,24,24,0,1,1,1,1,4,2
240,20250428,臺北市,文山區,興邦里,住宅,90,0,0,3,3,0,0,0,0,0,0,0
241,20250428,臺北市,文山區,興豐里,住宅,85,0,0,2,2,0,0,0,0,0,0,0
242,20250428,臺北市,松山區,美仁里,住宅,2,0,0,4,4,0,0,0,0,0,0,0
243,20250428,臺北市,南港區,重陽里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
244,20250428,臺北市,萬華區,凌霄里,住宅,50,0,0,92,92,0,0,0,0,0,0,0
245,20250428,臺北市,信義區,西村里,機關,2,0,0,0,0,0,0,0,0,0,0,0
246,20250429,臺北市,大安區,光明里,住宅,72,3,0,11,11,0,4,4,6,2,36,8
247,20250429,臺北市,大安區,黎孝里,住宅,72,3,0,32,32,0,4,4,6,2,12,4
248,20250429,臺北市,內湖區,週美里,住宅,1,0,0,6,6,0,0,0,0,0,0,0
249,20250429,臺北市,萬華區,騰雲里,住宅,50,0,0,55,55,0,0,0,0,0,0,0
250,20250429,臺北市,內湖區,週美里,住宅,101,0,0,8,8,0,0,0,0,0,0,0
251,20250429,臺北市,松山區,莊敬里,公園,2,0,0,7,7,0,0,0,0,0,0,0
252,20250430,臺北市,信義區,五全里,住宅,120,2,0,3,3,0,2,2,2,1,67,9
253,20250430,臺北市,大安區,錦泰里,住宅,72,1,0,12,12,0,1,1,1,1,8,3
254,20250430,臺北市,內湖區,港華里,住宅,161,0,0,25,25,0,0,0,0,0,0,0
255,20250430,臺北市,松山區,福成里,住宅,56,0,0,8,8,0,0,0,0,0,0,0
256,20250430,臺北市,萬華區,日善里,學校,1,0,0,34,34,0,0,0,0,0,0,0
