流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
72,20250508,臺北市,中山區,新庄里,公園,0,0,0,4,4,0,0,0,0,0,0,0
73,20250508,臺北市,文山區,興泰里,住宅,173,0,0,33,33,0,0,0,0,0,0,0
74,20250508,臺北市,中正區,東門里,機關,1,0,0,6,6,0,0,0,0,0,0,0
75,20250508,臺北市,大安區,錦華里,住宅,84,1,1,52,53,0,1,1,1,1,2,1
76,20250508,臺北市,大安區,民炤里,住宅,60,0,0,16,16,0,0,0,0,0,0,0
77,20250508,臺北市,中山區,新庄里,公園,0,0,0,11,11,0,0,0,0,0,0,0
78,20250508,臺北市,中山區,新庄里,公園,0,0,0,0,0,0,0,0,0,0,0,0
79,20250508,臺北市,大同區,至聖里,住宅,50,0,4,6,10,0,0,0,0,0,0,0
80,20250509,臺北市,中山區,行政里,住宅,70,0,0,50,50,0,0,0,0,0,0,0
81,20250509,臺北市,內湖區,行善里,住宅,84,3,0,18,18,0,3,3,4,1,17,5
82,20250509,臺北市,文山區,景美里,住宅,60,0,0,13,13,0,0,0,0,0,0,0
83,20250509,臺北市,士林區,福順里,住宅,51,0,0,16,16,0,0,0,0,0,0,0
84,20250509,臺北市,文山區,萬興里,住宅,70,0,0,10,10,0,0,0,0,0,0,0
85,20250509,臺北市,萬華區,忠貞里,住宅,50,0,0,23,23,0,0,0,0,0,0,0
86,20250509,臺北市,士林區,葫東里,住宅,56,0,0,4,4,0,0,0,0,0,0,0
87,20250509,臺北市,大安區,正聲里,住宅,120,3,0,19,19,0,3,3,2,1,16,5
88,20250509,臺北市,萬華區,銘德里,公園,1,0,0,9,9,0,0,0,0,0,0,0
89,20250509,臺北市,萬華區,興德里,公園,1,0,0,22,22,0,0,0,0,0,0,0
90,20250509,臺北市,中正區,黎明里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
91,20250512,臺北市,內湖區,湖元里,住宅,61,0,0,44,44,0,0,0,0,0,0,0
92,20250512,臺北市,中山區,龍洲里,住宅,70,1,0,26,26,0,1,1,1,1,4,2
93,20250512,臺北市,中山區,興亞里,住宅,70,0,0,22,22,0,0,0,0,0,0,0
94,20250512,臺北市,大安區,臥龍里,住宅,60,2,0,19,19,0,7,7,12,3,37,8
95,20250512,臺北市,松山區,鵬程里,住宅,64,0,0,14,14,0,0,0,0,0,0,0
96,20250512,臺北市,松山區,復盛里,住宅,58,0,0,3,3,0,0,0,0,0,0,0
97,20250512,臺北市,南港區,南港里,住宅,80,0,0,9,9,0,0,0,0,0,0,0
98,20250512,臺北市,大安區,德安里,住宅,132,2,0,9,9,0,5,5,4,1,56,9
99,20250512,臺北市,大安區,福住里,住宅,72,3,0,36,36,0,3,3,4,1,8,3
100,20250512,臺北市,松山區,三民里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
101,20250512,臺北市,松山區,三民里,學校,1,0,5,0,5,0,0,0,0,0,0,0
102,20250512,臺北市,中正區,光復里,菜園,1,0,0,3,3,0,0,0,0,0,0,0
103,20250512,臺北市,中正區,建國里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
104,20250513,臺北市,大同區,星明里,住宅,50,4,0,9,9,0,4,4,8,2,44,9
105,20250513,臺北市,士林區,東山里,住宅,42,2,0,47,47,0,2,2,5,2,4,2
106,20250513,臺北市,南港區,三重里,住宅,56,2,0,21,21,0,2,2,4,1,10,4
107,20250513,臺北市,信義區,松光里,住宅,177,2,0,20,20,0,2,2,1,1,10,4
108,20250513,臺北市,松山區,敦化里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
109,20250513,臺北市,大同區,光能里,住宅,57,3,0,5,5,0,3,3,5,2,60,9
110,20250513,臺北市,北投區,大同里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
111,20250513,臺北市,北投區,長安里,住宅,50,1,0,10,10,0,1,1,2,1,10,4
112,20250513,臺北市,北投區,中央里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
113,20250513,臺北市,北投區,溫泉里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
114,20250513,臺北市,松山區,中崙里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
115,20250513,臺北市,萬華區,頂碩里,住宅,50,0,0,72,72,0,0,0,0,0,0,0
116,20250513,臺北市,士林區,社新里,住宅,60,0,0,15,15,0,0,0,0,0,0,0
117,20250513,臺北市,士林區,社子里,住宅,58,0,0,14,14,0,0,0,0,0,0,0
118,20250513,臺北市,士林區,明勝里,住宅,72,0,0,1,1,0,0,0,0,0,0,0
119,20250513,臺北市,內湖區,五分里,住宅,48,0,0,8,8,0,0,0,0,0,0,0
120,20250513,臺北市,中山區,中原里,住宅,70,0,0,27,27,0,0,0,0,0,0,0
121,20250513,臺北市,士林區,義信里,住宅,57,0,0,11,11,0,0,0,0,0,0,0
122,20250513,臺北市,內湖區,港墘里,住宅,129,0,0,13,13,0,0,0,0,0,0,0
123,20250513,臺北市,士林區,福華里,住宅,72,0,0,3,3,0,0,0,0,0,0,0
124,20250513,臺北市,士林區,仁勇里,住宅,50,0,0,18,18,0,0,0,0,0,0,0
125,20250514,臺北市,中正區,忠勤里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
126,20250514,臺北市,萬華區,忠德里,住宅,50,1,0,79,79,0,1,1,2,1,1,1
127,20250514,臺北市,中山區,金泰里,住宅,70,0,0,17,17,0,0,0,0,0,0,0
128,20250514,臺北市,士林區,舊佳里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
129,20250514,臺北市,萬華區,日善里,住宅,50,0,0,56,56,0,0,0,0,0,0,0
130,20250514,臺北市,中正區,廈安里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
131,20250514,臺北市,北投區,中和里,住宅,50,1,0,19,19,0,1,1,2,1,5,2
132,20250514,臺北市,北投區,中心里,住宅,50,1,0,10,10,0,1,1,2,1,10,4
133,20250514,臺北市,北投區,開明里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
134,20250514,臺北市,北投區,開明里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
135,20250514,臺北市,北投區,林泉里,住宅,50,1,0,9,9,0,1,1,2,1,11,4
136,20250514,臺北市,北投區,中庸里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
137,20250514,臺北市,士林區,東山里,住宅,22,1,0,20,20,0,1,1,5,2,5,2
138,20250514,臺北市,松山區,中正里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
139,20250514,臺北市,士林區,福志里,住宅,52,0,0,12,12,0,0,0,0,0,0,0
140,20250514,臺北市,松山區,復建里,住宅,74,0,0,13,13,0,0,0,0,0,0,0
141,20250514,臺北市,大安區,通安里,住宅,96,0,0,11,11,0,0,0,0,0,0,0
142,20250514,臺北市,大同區,斯文里,住宅,56,0,0,1,1,0,0,0,0,0,0,0
143,20250514,臺北市,大同區,蓬萊里,住宅,58,0,0,10,10,0,0,0,0,0,0,0
144,20250514,臺北市,信義區,景勤里,住宅,100,0,0,23,23,0,0,0,0,0,0,0
145,20250514,臺北市,大安區,通化里,住宅,60,1,0,10,10,0,1,1,2,1,10,4
146,20250514,臺北市,松山區,中正里,學校,1,0,0,11,11,0,0,0,0,0,0,0
147,20250514,臺北市,萬華區,福星里,住宅,80,0,0,18,18,0,0,0,0,0,0,0
148,20250514,臺北市,中正區,南門里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
149,20250514,臺北市,文山區,興光里,市場,30,0,0,2,2,0,0,0,0,0,0,0
150,20250514,臺北市,大安區,車層里,住宅,30,0,0,12,12,0,0,0,0,0,0,0
151,20250515,臺北市,萬華區,興德里,公園,1,0,0,4,4,0,0,0,0,0,0,0
152,20250515,臺北市,信義區,大道里,住宅,45,0,0,10,10,0,0,0,0,0,0,0
153,20250515,臺北市,大安區,誠安里,住宅,72,0,0,10,10,0,0,0,0,0,0,0
154,20250515,臺北市,文山區,木新里,住宅,65,0,0,10,10,0,0,0,0,0,0,0
155,20250515,臺北市,南港區,鴻福里,住宅,83,0,0,19,19,0,0,0,0,0,0,0
156,20250515,臺北市,中山區,圓山里,住宅,70,0,0,10,10,0,0,0,0,0,0,0
157,20250515,臺北市,萬華區,銘德里,公園,1,0,0,0,0,0,0,0,0,0,0,0
158,20250515,臺北市,大安區,芳和里,住宅,72,4,0,33,33,0,5,5,7,2,15,5
159,20250515,臺北市,大同區,建明里,住宅,50,1,0,3,3,0,1,1,2,1,33,8
160,20250515,臺北市,大安區,光信里,住宅,84,5,0,44,44,0,11,11,13,3,25,6
161,20250515,臺北市,大安區,仁愛里,住宅,100,1,0,20,20,0,1,1,1,1,5,2
162,20250515,臺北市,文山區,興得里,住宅,127,0,0,5,5,0,0,0,0,0,0,0
163,20250515,臺北市,大同區,建泰里,住宅,50,1,0,6,6,0,1,1,2,1,17,5
164,20250515,臺北市,文山區,木新里,市場,1,0,0,1,1,0,0,0,0,0,0,0
165,20250515,臺北市,內湖區,紫雲里,住宅,142,2,0,16,16,0,2,2,1,1,12,4
166,20250515,臺北市,中正區,幸福里,機關,1,0,0,1,1,0,0,0,0,0,0,0
167,20250515,臺北市,中正區,文北里,機關,1,0,0,4,4,0,0,0,0,0,0,0
168,20250516,臺北市,信義區,雙和里,住宅,319,4,0,28,28,0,5,5,2,1,18,5
169,20250516,臺北市,信義區,五常里,住宅,204,5,0,33,33,0,8,8,4,1,24,6
170,20250516,臺北市,南港區,百福里,住宅,68,0,0,9,9,0,0,0,0,0,0,0
171,20250516,臺北市,文山區,政大里,住宅,40,0,0,0,0,0,0,0,0,0,0,0
172,20250516,臺北市,內湖區,五分里,住宅,113,1,0,8,8,0,1,1,1,1,12,4
173,20250516,臺北市,大同區,重慶里,住宅,56,0,0,3,3,0,0,0,0,0,0,0
174,20250516,臺北市,大同區,保安里,住宅,55,0,0,4,4,0,0,0,0,0,0,0
175,20250516,臺北市,中山區,行仁里,住宅,70,1,0,22,22,0,1,1,1,1,5,2
176,20250519,臺北市,大同區,國順里,住宅,66,0,0,3,3,0,0,0,0,0,0,0
177,20250519,臺北市,大安區,龍陣里,住宅,60,0,0,27,27,0,0,0,0,0,0,0
178,20250519,臺北市,大安區,臥龍里,住宅,60,5,0,20,20,0,9,9,15,3,45,9
179,20250519,臺北市,中正區,水源里,其他,1,0,0,16,16,0,0,0,0,0,0,0
180,20250519,臺北市,南港區,聯成里,住宅,69,0,0,5,5,0,0,0,0,0,0,0
181,20250519,臺北市,中山區,民安里,住宅,70,2,0,17,17,0,2,2,3,1,12,4
182,20250519,臺北市,內湖區,紫雲里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
183,20250519,臺北市,內湖區,紫雲里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
184,20250519,臺北市,內湖區,紫雲里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
185,20250519,臺北市,信義區,永吉里,住宅,303,1,0,12,12,0,1,1,0,0,8,3
186,20250519,臺北市,萬華區,孝德里,住宅,50,0,0,58,58,0,0,0,0,0,0,0
187,20250519,臺北市,內湖區,紫雲里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
188,20250519,臺北市,內湖區,寶湖里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
189,20250520,臺北市,信義區,黎忠里,住宅,11,0,0,33,33,0,0,0,0,0,0,0
190,20250520,臺北市,萬華區,和德里,住宅,50,0,0,58,58,0,0,0,0,0,0,0
191,20250520,臺北市,松山區,莊敬里,公園,2,0,0,15,15,0,0,0,0,0,0,0
192,20250520,臺北市,信義區,永春里,住宅,96,2,0,9,9,0,2,2,2,1,22,6
193,20250520,臺北市,中正區,富水里,住宅,50,1,0,7,7,0,1,1,2,1,14,4
194,20250520,臺北市,松山區,東光里,機關,6,0,0,2,2,0,0,0,0,0,0,0
195,20250520,臺北市,中山區,新庄里,住宅,70,3,0,44,44,0,3,3,4,1,7,3
196,20250520,臺北市,南港區,舊莊里,住宅,80,2,0,10,10,0,2,2,2,1,20,5
197,20250520,臺北市,中正區,林興里,住宅,50,1,0,12,12,0,1,1,2,1,8,3
198,20250521,臺北市,文山區,順興里,住宅,83,0,0,15,15,0,0,0,0,0,0,0
199,20250521,臺北市,中山區,圓山里,其他,1,0,0,0,0,0,0,0,0,0,0,0
200,20250521,臺北市,中山區,新庄里,公園,0,0,0,0,0,0,0,0,0,0,0,0
201,20250521,臺北市,南港區,仁福里,住宅,46,2,0,22,22,0,2,2,4,1,9,3
202,20250521,臺北市,中山區,集英里,住宅,70,0,0,24,24,0,0,0,0,0,0,0
203,20250521,臺北市,文山區,華興里,住宅,286,0,0,2,2,0,0,0,0,0,0,0
204,20250521,臺北市,文山區,興豐里,市場,1,0,3,0,3,0,0,0,0,0,0,0
205,20250521,臺北市,中山區,新庄里,公園,0,0,0,1,1,0,0,0,0,0,0,0
206,20250521,臺北市,中山區,新庄里,公園,0,0,0,1,1,0,0,0,0,0,0,0
207,20250521,臺北市,信義區,黎忠里,住宅,79,0,0,0,0,0,0,0,0,0,0,0
208,20250521,臺北市,大安區,黎和里,住宅,72,5,0,27,27,0,12,12,17,3,44,9
209,20250521,臺北市,文山區,興安里,住宅,124,0,0,7,7,0,0,0,0,0,0,0
210,20250521,臺北市,萬華區,全德里,住宅,50,0,0,69,69,0,0,0,0,0,0,0
211,20250521,臺北市,信義區,三張里,住宅,73,1,0,5,5,0,1,1,1,1,20,5
212,20250521,臺北市,萬華區,錦德里,住宅,50,0,0,60,60,0,0,0,0,0,0,0
213,20250522,臺北市,信義區,中行里,住宅,126,5,0,23,23,0,5,5,4,1,22,6
214,20250522,臺北市,萬華區,保德里,住宅,50,1,0,70,70,0,1,1,2,1,1,1
215,20250522,臺北市,內湖區,碧山里,山區,1,0,0,34,34,0,0,0,0,0,0,0
216,20250522,臺北市,北投區,湖山里,住宅,50,0,0,15,15,0,0,0,0,0,0,0
217,20250522,臺北市,北投區,湖田里,住宅,1,0,0,3,3,0,0,0,0,0,0,0
218,20250522,臺北市,北投區,大屯里,住宅,24,0,0,9,9,0,0,0,0,0,0,0
219,20250522,臺北市,北投區,湖田里,住宅,24,0,0,5,5,0,0,0,0,0,0,0
220,20250522,臺北市,中正區,林興里,其他,1,0,0,0,0,0,0,0,0,0,0,0
221,20250522,臺北市,大安區,光信里,住宅,60,2,0,5,5,0,2,2,3,1,40,8
222,20250522,臺北市,中山區,正守里,住宅,70,0,0,21,21,0,0,0,0,0,0,0
223,20250522,臺北市,內湖區,秀湖里,住宅,148,0,0,32,32,0,0,0,0,0,0,0
224,20250522,臺北市,大安區,芳和里,住宅,60,4,0,14,14,0,4,4,7,2,29,7
225,20250522,臺北市,文山區,政大里,住宅,4,0,0,5,5,0,0,0,0,0,0,0
226,20250523,臺北市,內湖區,安泰里,住宅,92,0,0,38,38,0,0,0,0,0,0,0
227,20250523,臺北市,萬華區,和德里,學校,1,0,0,17,17,0,0,0,0,0,0,0
228,20250524,臺北市,內湖區,東湖里,住宅,47,4,0,21,21,0,21,21,45,5,100,9
229,20250526,臺北市,文山區,試院里,住宅,162,0,0,24,24,0,0,0,0,0,0,0
230,20250526,臺北市,大安區,臥龍里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
231,20250526,臺北市,大安區,永康里,住宅,90,3,0,15,15,0,4,4,4,1,27,6
232,20250526,臺北市,中正區,黎明里,公園,1,0,0,13,13,0,0,0,0,0,0,0
233,20250526,臺北市,北投區,中央里,菜園,1,1,0,78,78,0,2,2,200,9,3,2
234,20250526,臺北市,文山區,樟文里,市場,1,0,1,2,3,0,0,0,0,0,0,0
235,20250526,臺北市,信義區,敦厚里,住宅,65,1,0,8,8,0,1,1,2,1,12,4
236,20250527,臺北市,中正區,南門里,公園,1,0,0,3,3,0,0,0,0,0,0,0
237,20250527,臺北市,文山區,樟林里,住宅,22,0,0,17,17,0,0,0,0,0,0,0
238,20250527,臺北市,大安區,芳和里,住宅,70,3,0,15,15,0,3,3,4,1,20,5
239,20250527,臺北市,大安區,黎和里,住宅,70,4,0,16,16,0,3,3,4,1,19,5
240,20250527,臺北市,中山區,民安里,住宅,28,0,0,22,22,0,0,0,0,0,0,0
241,20250528,臺北市,中山區,民安里,住宅,28,1,0,10,10,0,1,1,4,1,10,4
242,20250528,臺北市,中正區,梅花里,公園,1,0,0,1,1,0,0,0,0,0,0,0
243,20250528,臺北市,文山區,木柵里,住宅,148,1,0,18,18,0,1,1,1,1,6,3
244,20250528,臺北市,松山區,吉仁里,住宅,3,0,0,6,6,0,0,0,0,0,0,0
245,20250528,臺北市,內湖區,週美里,住宅,1,0,0,2,2,0,0,0,0,0,0,0
246,20250528,臺北市,松山區,精忠里,住宅,1,0,0,1,1,0,0,0,0,0,0,0
247,20250528,臺北市,信義區,富台里,住宅,132,1,0,7,7,0,1,1,1,1,14,4
248,20250531,臺北市,內湖區,碧山里,住宅,30,0,0,0,0,0,0,0,0,0,0,0
249,20250531,臺北市,內湖區,東湖里,住宅,47,4,0,21,21,0,5,5,11,3,24,6
