流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
42,20250903,臺北市,信義區,景勤里,住宅,172,0,0,37,37,0,0,0,0,0,0,0
43,20250904,臺北市,信義區,中行里,住宅,57,0,0,6,6,0,0,0,0,0,0,0
44,20250904,臺北市,信義區,廣居里,住宅,80,0,0,14,14,0,0,0,0,0,0,0
45,20250904,臺北市,士林區,東山里,住宅,60,0,0,4,4,0,0,0,0,0,0,0
46,20250904,臺北市,士林區,承德里,住宅,72,1,0,5,5,0,1,1,1,1,20,5
47,20250904,臺北市,士林區,芝山里,住宅,60,0,0,7,7,0,0,0,0,0,0,0
48,20250904,臺北市,士林區,前港里,住宅,72,1,0,5,5,0,2,2,3,1,40,8
49,20250904,臺北市,大安區,誠安里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
50,20250904,臺北市,萬華區,雙園里,住宅,50,0,0,93,93,0,0,0,0,0,0,0
51,20250904,臺北市,文山區,指南里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
52,20250904,臺北市,大安區,民炤里,菜園,1,0,0,7,7,0,0,0,0,0,0,0
53,20250904,臺北市,中正區,幸市里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
54,20250904,臺北市,大同區,民權里,住宅,50,2,0,24,24,0,2,2,4,1,8,3
55,20250904,臺北市,大同區,雙連里,住宅,53,1,0,9,9,0,1,1,2,1,11,4
56,20250904,臺北市,中山區,復華里,住宅,70,0,0,24,24,0,0,0,0,0,0,0
57,20250904,臺北市,中山區,復華里,菜園,1,1,0,2,2,0,1,1,100,8,50,9
58,20250904,臺北市,內湖區,紫雲里,住宅,64,0,0,11,11,0,0,0,0,0,0,0
59,20250905,臺北市,松山區,莊敬里,住宅,85,0,0,19,19,0,0,0,0,0,0,0
60,20250905,臺北市,松山區,福成里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
61,20250905,臺北市,中山區,復華里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
62,20250905,臺北市,文山區,興邦里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
63,20250905,臺北市,大同區,光能里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
64,20250905,臺北市,大同區,星明里,住宅,56,0,0,8,8,0,0,0,0,0,0,0
65,20250905,臺北市,南港區,三重里,住宅,52,0,0,0,0,0,0,0,0,0,0,0
66,20250905,臺北市,內湖區,碧山里,住宅,147,3,0,36,36,0,3,3,2,1,8,3
67,20250905,臺北市,萬華區,糖廍里,住宅,50,0,0,102,102,0,0,0,0,0,0,0
68,20250905,臺北市,大安區,群英里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
69,20250905,臺北市,士林區,仁勇里,住宅,53,0,0,1,1,0,0,0,0,0,0,0
70,20250905,臺北市,大安區,龍淵里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
71,20250905,臺北市,大安區,群英里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
72,20250905,臺北市,萬華區,和平里,住宅,50,1,0,81,81,0,1,1,2,1,1,1
73,20250905,臺北市,信義區,長春里,住宅,122,1,0,10,10,0,1,1,1,1,10,4
74,20250905,臺北市,士林區,永倫里,住宅,60,1,0,15,15,0,1,1,2,1,7,3
75,20250905,臺北市,士林區,社園里,住宅,60,0,0,8,8,0,0,0,0,0,0,0
76,20250905,臺北市,士林區,義信里,住宅,57,0,0,10,10,0,0,0,0,0,0,0
77,20250907,臺北市,松山區,復勢里,住宅,61,0,1,2,3,0,0,0,0,0,0,0
78,20250907,臺北市,士林區,福佳里,住宅,86,0,0,4,4,0,0,0,0,0,0,0
79,20250907,臺北市,大安區,福住里,住宅,54,1,0,20,20,0,2,2,4,1,10,4
80,20250908,臺北市,中山區,行政里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
81,20250908,臺北市,內湖區,瑞光里,住宅,100,0,0,5,5,0,0,0,0,0,0,0
82,20250908,臺北市,文山區,興豐里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
83,20250908,臺北市,文山區,興豐里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
84,20250908,臺北市,中正區,梅花里,住宅,51,0,0,7,7,0,0,0,0,0,0,0
85,20250908,臺北市,士林區,三玉里,住宅,60,0,0,16,16,0,0,0,0,0,0,0
86,20250908,臺北市,中正區,幸福里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
87,20250908,臺北市,士林區,天福里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
88,20250908,臺北市,文山區,興光里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
89,20250909,臺北市,士林區,臨溪里,住宅,55,0,0,14,14,0,0,0,0,0,0,0
90,20250909,臺北市,大安區,學府里,菜園,1,1,0,5,5,0,1,1,100,8,20,5
91,20250909,臺北市,中正區,河堤里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
92,20250909,臺北市,士林區,福華里,住宅,72,0,0,1,1,0,0,0,0,0,0,0
93,20250909,臺北市,中正區,網溪里,住宅,52,0,0,11,11,0,0,0,0,0,0,0
94,20250909,臺北市,北投區,建民里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
95,20250909,臺北市,北投區,建民里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
96,20250909,臺北市,北投區,裕民里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
97,20250909,臺北市,北投區,裕民里,住宅,50,1,0,4,4,0,1,1,2,1,25,6
98,20250909,臺北市,內湖區,紫陽里,住宅,113,4,0,33,33,0,4,4,4,1,12,4
99,20250909,臺北市,內湖區,湖濱里,住宅,135,1,0,21,21,0,1,1,1,1,5,2
100,20250909,臺北市,中山區,恆安里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
101,20250909,臺北市,文山區,樟腳里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
102,20250909,臺北市,文山區,順興里,菜園,1,0,0,30,30,0,0,0,0,0,0,0
103,20250909,臺北市,文山區,忠順里,機關,1,0,0,5,5,0,0,0,0,0,0,0
104,20250909,臺北市,南港區,合成里,住宅,56,1,0,11,11,0,1,1,2,1,9,3
105,20250909,臺北市,大同區,國慶里,住宅,91,0,0,4,4,0,0,0,0,0,0,0
106,20250909,臺北市,大同區,永樂里,住宅,54,1,0,28,28,0,1,1,2,1,4,2
107,20250909,臺北市,萬華區,頂碩里,住宅,50,0,0,115,115,0,0,0,0,0,0,0
108,20250909,臺北市,大同區,大有里,住宅,52,1,0,16,16,0,1,1,2,1,6,3
109,20250909,臺北市,文山區,景美里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
110,20250909,臺北市,大安區,敦煌里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
111,20250909,臺北市,萬華區,綠堤里,住宅,50,0,0,90,90,0,0,0,0,0,0,0
112,20250909,臺北市,士林區,明勝里,住宅,72,0,0,1,1,0,0,0,0,0,0,0
113,20250909,臺北市,士林區,翠山里,住宅,54,1,0,21,21,0,1,1,2,1,5,2
114,20250909,臺北市,大安區,龍門里,公園,1,0,0,4,4,0,0,0,0,0,0,0
115,20250909,臺北市,大安區,龍圖里,菜園,1,1,0,5,5,0,1,1,100,8,20,5
116,20250910,臺北市,萬華區,頂碩里,住宅,54,0,0,46,46,0,0,0,0,0,0,0
117,20250910,臺北市,大同區,鄰江里,住宅,52,1,0,12,12,0,1,1,2,1,8,3
118,20250910,臺北市,大同區,老師里,住宅,52,2,0,12,12,0,2,2,4,1,17,5
119,20250910,臺北市,萬華區,日善里,住宅,50,0,0,87,87,0,0,0,0,0,0,0
120,20250910,臺北市,文山區,景慶里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
121,20250910,臺北市,南港區,新光里,住宅,71,2,0,24,24,0,2,2,3,1,8,3
122,20250910,臺北市,信義區,景聯里,住宅,60,0,0,16,16,0,0,0,0,0,0,0
123,20250910,臺北市,北投區,立農里,住宅,50,1,0,38,38,0,1,1,2,1,3,2
124,20250910,臺北市,北投區,立農里,菜園,1,0,0,3,3,0,0,0,0,0,0,0
125,20250910,臺北市,北投區,吉慶里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
126,20250911,臺北市,萬華區,忠德里,住宅,50,0,0,82,82,0,0,0,0,0,0,0
127,20250911,臺北市,中正區,龍光里,住宅,50,1,0,6,6,0,1,1,2,1,17,5
128,20250911,臺北市,中山區,劍潭里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
129,20250911,臺北市,中山區,劍潭里,住宅,70,4,0,34,34,0,4,4,6,2,12,4
130,20250911,臺北市,內湖區,湖元里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
131,20250911,臺北市,大同區,建功里,住宅,50,1,0,10,10,0,1,1,2,1,10,4
132,20250911,臺北市,信義區,三犁里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
133,20250911,臺北市,信義區,三張里,住宅,148,0,0,15,15,0,0,0,0,0,0,0
134,20250911,臺北市,大同區,建明里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
135,20250911,臺北市,內湖區,港華里,住宅,106,1,0,2,2,0,1,1,1,1,50,9
136,20250911,臺北市,士林區,福順里,住宅,60,0,0,15,15,0,0,0,0,0,0,0
137,20250911,臺北市,中正區,螢圃里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
138,20250911,臺北市,士林區,葫東里,住宅,54,0,0,12,12,0,0,0,0,0,0,0
139,20250912,臺北市,萬華區,孝德里,住宅,50,0,0,79,79,0,0,0,0,0,0,0
140,20250912,臺北市,內湖區,寶湖里,菜園,1,1,0,25,25,0,1,1,100,8,4,2
141,20250912,臺北市,內湖區,紫雲里,菜園,1,0,0,8,8,0,0,0,0,0,0,0
142,20250912,臺北市,內湖區,瑞陽里,住宅,135,1,0,24,24,0,1,1,1,1,4,2
143,20250912,臺北市,中山區,新喜里,住宅,70,1,0,20,20,0,1,1,1,1,5,2
144,20250912,臺北市,中正區,頂東里,住宅,51,1,0,6,6,0,1,1,2,1,17,5
145,20250912,臺北市,文山區,明義里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
146,20250912,臺北市,文山區,明義里,菜園,1,0,0,3,3,0,0,0,0,0,0,0
147,20250912,臺北市,北投區,奇岩里,菜園,1,0,0,5,5,0,0,0,0,0,0,0
148,20250912,臺北市,北投區,奇岩里,菜園,0,0,0,2,2,0,0,0,0,0,0,0
149,20250912,臺北市,北投區,奇岩里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
150,20250912,臺北市,中正區,龍興里,住宅,51,0,0,9,9,0,0,0,0,0,0,0
151,20250912,臺北市,文山區,木柵里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
152,20250912,臺北市,北投區,溫泉里,住宅,50,0,0,8,8,0,0,0,0,0,0,0
153,20250912,臺北市,北投區,中央里,住宅,50,1,0,2,2,0,1,1,2,1,50,9
154,20250912,臺北市,信義區,西村里,住宅,96,0,0,1,1,0,0,0,0,0,0,0
155,20250912,臺北市,北投區,關渡里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
156,20250913,臺北市,中山區,聚葉里,住宅,113,3,0,19,19,0,3,3,3,1,16,5
157,20250914,臺北市,文山區,順興里,住宅,21,0,0,8,8,0,0,0,0,0,0,0
158,20250915,臺北市,大安區,光明里,住宅,80,2,0,15,15,0,3,3,4,1,20,5
159,20250915,臺北市,大安區,建安里,住宅,65,4,0,34,34,0,4,4,6,2,12,4
160,20250915,臺北市,大安區,民輝里,住宅,55,2,0,6,6,0,2,2,4,1,33,8
161,20250915,臺北市,大安區,大學里,住宅,72,3,0,5,5,0,4,4,6,2,80,9
162,20250915,臺北市,中山區,龍洲里,住宅,70,1,0,5,5,0,1,1,1,1,20,5
163,20250915,臺北市,北投區,豐年里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
164,20250915,臺北市,北投區,開明里,住宅,50,0,0,14,14,0,0,0,0,0,0,0
165,20250915,臺北市,北投區,開明里,菜園,1,0,0,6,6,0,0,0,0,0,0,0
166,20250915,臺北市,大安區,民輝里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
167,20250916,臺北市,大同區,揚雅里,菜園,0,0,1,0,1,0,0,0,0,0,0,0
168,20250916,臺北市,大同區,玉泉里,菜園,0,0,0,3,3,0,0,0,0,0,0,0
169,20250916,臺北市,中正區,螢雪里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
170,20250916,臺北市,北投區,中庸里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
171,20250916,臺北市,北投區,長安里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
172,20250916,臺北市,中正區,龍福里,住宅,51,0,0,6,6,0,0,0,0,0,0,0
173,20250916,臺北市,北投區,中庸里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
174,20250916,臺北市,信義區,六合里,住宅,156,2,0,7,7,0,2,2,1,1,29,7
175,20250916,臺北市,中山區,民安里,住宅,70,2,0,17,17,0,2,2,3,1,12,4
176,20250916,臺北市,中山區,民安里,菜園,1,1,0,11,11,0,1,1,100,8,9,3
177,20250916,臺北市,南港區,南港里,住宅,106,3,0,31,31,0,3,3,3,1,10,4
178,20250916,臺北市,大同區,蓬萊里,菜園,0,0,0,0,0,0,0,0,0,0,0,0
179,20250916,臺北市,松山區,莊敬里,學校,1,0,0,1,1,0,0,0,0,0,0,0
180,20250916,臺北市,松山區,莊敬里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
181,20250916,臺北市,松山區,龍田里,住宅,112,0,0,14,14,0,0,0,0,0,0,0
182,20250916,臺北市,內湖區,葫洲里,住宅,103,1,0,7,7,0,1,1,1,1,14,4
183,20250917,臺北市,內湖區,西康里,住宅,138,5,0,23,23,0,5,5,4,1,22,6
184,20250917,臺北市,松山區,自強里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
185,20250917,臺北市,松山區,自強里,學校,1,0,0,0,0,0,0,0,0,0,0,0
186,20250917,臺北市,松山區,安平里,住宅,74,0,0,14,14,0,0,0,0,0,0,0
187,20250917,臺北市,大同區,建明里,住宅,40,0,0,3,3,0,0,0,0,0,0,0
188,20250917,臺北市,南港區,東新里,住宅,97,3,1,16,17,0,3,3,3,1,18,5
189,20250917,臺北市,中山區,金泰里,住宅,70,0,0,2,2,0,0,0,0,0,0,0
190,20250917,臺北市,大安區,學府里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
191,20250917,臺北市,大安區,龍圖里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
192,20250917,臺北市,文山區,萬隆里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
193,20250917,臺北市,信義區,富台里,住宅,120,1,0,24,24,0,1,1,1,1,4,2
194,20250917,臺北市,信義區,永吉里,住宅,164,0,0,12,12,0,0,0,0,0,0,0
195,20250917,臺北市,信義區,黎安里,住宅,73,0,0,5,5,0,0,0,0,0,0,0
196,20250918,臺北市,信義區,國業里,住宅,180,0,0,19,19,0,0,0,0,0,0,0
197,20250918,臺北市,內湖區,五分里,住宅,150,1,0,26,26,0,1,1,1,1,4,2
198,20250918,臺北市,士林區,天母里,住宅,32,0,0,2,2,0,0,0,0,0,0,0
199,20250918,臺北市,萬華區,和德里,住宅,50,0,0,90,90,0,0,0,0,0,0,0
200,20250918,臺北市,中正區,光復里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
201,20250918,臺北市,松山區,復源里,住宅,91,0,0,17,17,0,0,0,0,0,0,0
202,20250919,臺北市,文山區,老泉里,菜園,1,0,0,3,3,0,0,0,0,0,0,0
203,20250919,臺北市,內湖區,寶湖里,菜園,1,0,0,12,12,0,0,0,0,0,0,0
204,20250919,臺北市,文山區,萬和里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
205,20250919,臺北市,南港區,舊莊里,住宅,89,2,0,6,6,0,2,2,2,1,33,8
206,20250919,臺北市,文山區,樟新里,菜園,1,0,0,22,22,0,0,0,0,0,0,0
207,20250919,臺北市,萬華區,錦德里,住宅,50,1,0,106,106,0,1,1,2,1,1,1
208,20250919,臺北市,萬華區,全德里,住宅,50,1,0,107,107,0,1,1,2,1,1,1
209,20250919,臺北市,文山區,政大里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
210,20250919,臺北市,文山區,老泉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
211,20250919,臺北市,文山區,政大里,機關,1,0,0,4,4,0,0,0,0,0,0,0
212,20250919,臺北市,文山區,指南里,菜園,1,0,0,10,10,0,0,0,0,0,0,0
213,20250919,臺北市,文山區,明興里,菜園,1,0,0,9,9,0,0,0,0,0,0,0
214,20250919,臺北市,文山區,明興里,菜園,1,0,0,21,21,0,0,0,0,0,0,0
215,20250919,臺北市,信義區,敦厚里,住宅,65,0,0,1,1,0,0,0,0,0,0,0
216,20250920,臺北市,中正區,黎明里,住宅,2,0,3,1,4,0,0,0,0,0,0,0
217,20250920,臺北市,萬華區,華中里,住宅,59,0,0,7,7,0,0,0,0,0,0,0
218,20250920,臺北市,萬華區,西門里,住宅,98,0,0,6,6,0,0,0,0,0,0,0
219,20250920,臺北市,萬華區,頂碩里,住宅,48,0,0,8,8,0,0,0,0,0,0,0
220,20250922,臺北市,文山區,萬和里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
221,20250922,臺北市,南港區,成福里,住宅,54,1,0,14,14,0,1,1,2,1,7,3
222,20250922,臺北市,內湖區,湖元里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
223,20250922,臺北市,中正區,光復里,住宅,52,0,0,25,25,0,0,0,0,0,0,0
224,20250922,臺北市,萬華區,保德里,住宅,50,1,0,76,76,0,1,1,2,1,1,1
225,20250922,臺北市,中正區,建國里,住宅,52,0,0,8,8,0,0,0,0,0,0,0
226,20250923,臺北市,萬華區,萬壽里,住宅,50,0,0,15,15,0,0,0,0,0,0,0
227,20250923,臺北市,大安區,建安里,住宅,55,0,0,1,1,0,0,0,0,0,0,0
228,20250923,臺北市,南港區,萬福里,住宅,95,0,0,11,11,0,0,0,0,0,0,0
229,20250924,臺北市,大安區,大學里,住宅,90,3,0,12,12,0,4,4,4,1,33,8
230,20250924,臺北市,文山區,萬年里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
231,20250924,臺北市,文山區,木柵里,住宅,122,1,0,9,9,0,1,1,1,1,11,4
232,20250924,臺北市,信義區,黎順里,住宅,60,0,0,15,15,0,0,0,0,0,0,0
233,20250925,臺北市,松山區,新聚里,住宅,85,0,0,13,13,0,0,0,0,0,0,0
234,20250925,臺北市,松山區,松基里,住宅,1,0,0,1,1,0,0,0,0,0,0,0
235,20250926,臺北市,中正區,南福里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
236,20250926,臺北市,信義區,西村里,住宅,51,0,0,4,4,0,0,0,0,0,0,0
237,20250926,臺北市,文山區,興安里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
238,20250926,臺北市,文山區,試院里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
239,20250926,臺北市,內湖區,紫陽里,住宅,72,0,0,15,15,0,0,0,0,0,0,0
240,20250926,臺北市,內湖區,西康里,住宅,29,1,0,17,17,0,1,1,3,1,6,3
241,20250927,臺北市,大同區,國慶里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
242,20250928,臺北市,中山區,復華里,住宅,37,0,0,7,7,0,0,0,0,0,0,0
243,20250928,臺北市,松山區,東勢里,住宅,45,0,0,4,4,0,0,0,0,0,0,0
244,20250930,臺北市,南港區,新光里,住宅,1,0,0,122,122,0,0,0,0,0,0,0
245,20250930,臺北市,大同區,永樂里,住宅,62,0,0,0,0,0,0,0,0,0,0,0
246,20250930,臺北市,萬華區,新安里,學校,1,0,0,4,4,0,0,0,0,0,0,0
