流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
70,20250314,臺北市,士林區,天和里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
71,20250314,臺北市,萬華區,柳鄉里,住宅,50,0,0,49,49,0,0,0,0,0,0,0
72,20250314,臺北市,士林區,翠山里,住宅,52,0,0,22,22,0,0,0,0,0,0,0
73,20250314,臺北市,士林區,天山里,住宅,60,0,0,29,29,0,0,0,0,0,0,0
74,20250314,臺北市,南港區,成福里,住宅,76,0,0,14,14,0,0,0,0,0,0,0
75,20250317,臺北市,大安區,全安里,住宅,50,1,0,28,28,0,1,1,2,1,4,2
76,20250317,臺北市,大安區,龍安里,住宅,51,0,0,6,6,0,0,0,0,0,0,0
77,20250317,臺北市,南港區,中南里,住宅,87,0,0,15,15,0,0,0,0,0,0,0
78,20250317,臺北市,信義區,廣居里,住宅,66,0,0,0,0,0,0,0,0,0,0,0
79,20250317,臺北市,中正區,龍福里,住宅,50,0,0,8,8,0,0,0,0,0,0,0
80,20250317,臺北市,信義區,雅祥里,住宅,45,1,0,21,21,0,1,1,2,1,5,2
81,20250317,臺北市,信義區,五全里,住宅,68,0,0,0,0,0,0,0,0,0,0,0
82,20250317,臺北市,大安區,義村里,住宅,67,1,0,19,19,0,1,1,1,1,5,2
83,20250317,臺北市,中正區,螢雪里,住宅,50,0,0,15,15,0,0,0,0,0,0,0
84,20250318,臺北市,中正區,幸福里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
85,20250318,臺北市,中正區,幸市里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
86,20250318,臺北市,中正區,幸市里,市場,1,0,0,0,0,0,0,0,0,0,0,0
87,20250318,臺北市,信義區,松隆里,住宅,144,0,0,32,32,0,0,0,0,0,0,0
88,20250318,臺北市,內湖區,紫星里,住宅,114,1,0,21,21,0,1,1,1,1,5,2
89,20250319,臺北市,信義區,黎安里,住宅,63,0,0,11,11,0,0,0,0,0,0,0
90,20250319,臺北市,松山區,中華里,住宅,63,0,0,7,7,0,0,0,0,0,0,0
91,20250319,臺北市,文山區,景華里,住宅,60,0,0,11,11,0,0,0,0,0,0,0
92,20250320,臺北市,信義區,松光里,住宅,198,2,0,21,21,0,2,2,1,1,10,4
93,20250320,臺北市,萬華區,綠堤里,學校,1,0,0,17,17,0,0,0,0,0,0,0
94,20250320,臺北市,士林區,菁山里,住宅,50,0,0,34,34,0,0,0,0,0,0,0
95,20250320,臺北市,中正區,頂東里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
96,20250320,臺北市,中正區,新營里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
97,20250320,臺北市,文山區,興福里,住宅,60,1,0,22,22,0,1,1,2,1,5,2
98,20250320,臺北市,松山區,自強里,住宅,10,0,0,0,0,0,0,0,0,0,0,0
99,20250320,臺北市,松山區,莊敬里,公園,2,1,0,25,25,0,1,1,50,6,4,2
100,20250321,臺北市,南港區,中研里,住宅,83,0,0,4,4,0,0,0,0,0,0,0
101,20250321,臺北市,內湖區,湖元里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
102,20250321,臺北市,內湖區,湖元里,空地,1,0,0,0,0,0,0,0,0,0,0,0
103,20250321,臺北市,內湖區,湖興里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
104,20250324,臺北市,松山區,中正里,住宅,1,0,0,1,1,0,0,0,0,0,0,0
105,20250324,臺北市,松山區,莊敬里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
106,20250324,臺北市,大安區,學府里,機關,1,0,1,0,1,0,0,0,0,0,0,0
107,20250324,臺北市,大安區,黎元里,住宅,72,1,0,25,25,0,1,1,1,1,4,2
108,20250324,臺北市,信義區,松友里,住宅,185,0,0,5,5,0,0,0,0,0,0,0
109,20250326,臺北市,士林區,三玉里,學校,1,0,0,5,5,0,0,0,0,0,0,0
110,20250326,臺北市,士林區,三玉里,其他,1,0,0,3,3,0,0,0,0,0,0,0
111,20250326,臺北市,文山區,木新里,住宅,107,1,0,11,11,0,1,1,1,1,9,3
112,20250326,臺北市,內湖區,週美里,住宅,40,0,0,5,5,0,0,0,0,0,0,0
113,20250327,臺北市,信義區,六藝里,住宅,72,0,0,2,2,0,0,0,0,0,0,0
114,20250327,臺北市,大安區,臥龍里,機關,1,0,3,2,5,0,0,0,0,0,0,0
115,20250327,臺北市,大安區,臥龍里,學校,1,1,0,7,7,0,2,2,200,9,29,7
116,20250327,臺北市,大安區,臥龍里,機關,1,0,2,2,4,0,0,0,0,0,0,0
117,20250328,臺北市,中山區,民安里,空地,1,0,0,0,0,0,0,0,0,0,0,0
118,20250328,臺北市,中山區,民安里,空地,1,0,0,0,0,0,0,0,0,0,0,0
119,20250328,臺北市,中山區,中原里,空地,1,0,0,0,0,0,0,0,0,0,0,0
120,20250328,臺北市,中山區,中原里,空地,1,0,0,0,0,0,0,0,0,0,0,0
121,20250328,臺北市,文山區,景慶里,菜園,0,1,0,19,19,0,1,1,0,0,5,2
122,20250328,臺北市,中正區,龍興里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
123,20250328,臺北市,萬華區,銘德里,公園,1,5,0,43,43,0,5,5,500,9,12,4
