流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
41,20250604,臺北市,大同區,玉泉里,住宅,52,1,6,14,20,0,1,1,2,1,5,2
42,20250604,臺北市,北投區,稻香里,公園,1,0,0,8,8,0,0,0,0,0,0,0
43,20250604,臺北市,萬華區,萬壽里,住宅,50,0,0,104,104,0,0,0,0,0,0,0
44,20250604,臺北市,萬華區,西門里,住宅,50,0,0,112,112,0,0,0,0,0,0,0
45,20250605,臺北市,士林區,天壽里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
46,20250605,臺北市,信義區,三犁里,住宅,73,0,0,3,3,0,0,0,0,0,0,0
47,20250605,臺北市,士林區,福德里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
48,20250605,臺北市,士林區,後港里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
49,20250605,臺北市,士林區,天祿里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
50,20250605,臺北市,內湖區,西湖里,學校,1,1,0,23,23,0,2,2,200,9,9,3
51,20250605,臺北市,大同區,永樂里,住宅,56,0,0,4,4,0,0,0,0,0,0,0
52,20250605,臺北市,文山區,景華里,住宅,69,0,0,7,7,0,0,0,0,0,0,0
53,20250605,臺北市,文山區,忠順里,學校,0,0,0,8,8,0,0,0,0,0,0,0
54,20250605,臺北市,大安區,龍坡里,學校,1,0,0,10,10,0,0,0,0,0,0,0
55,20250605,臺北市,大安區,古風里,學校,1,1,0,7,7,0,4,4,400,9,57,9
56,20250605,臺北市,大安區,永康里,學校,1,0,0,3,3,0,0,0,0,0,0,0
57,20250605,臺北市,大安區,光明里,學校,1,0,0,3,3,0,0,0,0,0,0,0
58,20250605,臺北市,松山區,自強里,學校,1,0,0,10,10,0,0,0,0,0,0,0
59,20250605,臺北市,松山區,自強里,菜園,1,0,0,12,12,0,0,0,0,0,0,0
60,20250605,臺北市,大同區,南芳里,住宅,57,1,10,11,21,0,1,1,2,1,5,2
61,20250605,臺北市,中山區,埤頭里,住宅,70,0,0,4,4,0,0,0,0,0,0,0
62,20250605,臺北市,大同區,朝陽里,住宅,50,1,1,10,11,0,1,1,2,1,9,3
63,20250605,臺北市,大同區,大有里,住宅,51,0,9,1,10,0,0,0,0,0,0,0
64,20250606,臺北市,南港區,中南里,住宅,50,0,0,22,22,0,0,0,0,0,0,0
65,20250606,臺北市,大安區,和安里,學校,1,1,0,7,7,0,2,2,200,9,29,7
66,20250606,臺北市,北投區,稻香里,住宅,50,1,0,15,15,0,1,1,2,1,7,3
67,20250606,臺北市,北投區,桃源里,住宅,50,0,0,17,17,0,0,0,0,0,0,0
68,20250606,臺北市,士林區,蘭興里,住宅,56,0,0,61,61,0,0,0,0,0,0,0
69,20250606,臺北市,士林區,蘭雅里,住宅,54,0,0,24,24,0,0,0,0,0,0,0
70,20250606,臺北市,大安區,龍雲里,學校,1,0,0,6,6,0,0,0,0,0,0,0
71,20250606,臺北市,大安區,和安里,學校,1,0,0,5,5,0,0,0,0,0,0,0
72,20250606,臺北市,大安區,龍雲里,學校,1,1,0,13,13,0,4,4,400,9,31,7
73,20250606,臺北市,中山區,松江里,住宅,70,1,0,60,60,0,1,1,1,1,2,1
74,20250606,臺北市,士林區,陽明里,住宅,29,0,0,4,4,0,0,0,0,0,0,0
75,20250606,臺北市,士林區,天壽里,住宅,67,0,0,6,6,0,0,0,0,0,0,0
76,20250606,臺北市,北投區,中和里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
77,20250606,臺北市,北投區,桃源里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
78,20250606,臺北市,中正區,幸福里,公園,1,0,0,0,0,0,0,0,0,0,0,0
79,20250606,臺北市,北投區,開明里,住宅,50,1,0,46,46,0,1,1,2,1,2,1
80,20250606,臺北市,北投區,秀山里,住宅,50,1,0,26,26,0,1,1,2,1,4,2
81,20250607,臺北市,信義區,泰和里,住宅,64,2,0,30,30,0,1,1,2,1,3,2
82,20250609,臺北市,中正區,網溪里,公園,1,0,0,2,2,0,0,0,0,0,0,0
83,20250609,臺北市,中正區,螢圃里,公園,1,0,0,1,1,0,0,0,0,0,0,0
84,20250609,臺北市,大安區,臥龍里,學校,1,0,0,6,6,0,0,0,0,0,0,0
85,20250609,臺北市,松山區,中華里,菜園,1,0,0,17,17,0,0,0,0,0,0,0
86,20250609,臺北市,松山區,介壽里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
87,20250609,臺北市,大安區,芳和里,學校,1,0,0,2,2,0,0,0,0,0,0,0
88,20250609,臺北市,大安區,芳和里,學校,1,0,0,12,12,0,0,0,0,0,0,0
89,20250609,臺北市,中山區,新福里,住宅,70,3,0,52,52,0,3,3,4,1,6,3
90,20250609,臺北市,北投區,奇岩里,住宅,51,0,0,18,18,0,0,0,0,0,0,0
91,20250609,臺北市,中正區,幸市里,公園,1,0,0,1,1,0,0,0,0,0,0,0
92,20250609,臺北市,中正區,幸市里,公園,1,0,0,1,1,0,0,0,0,0,0,0
93,20250609,臺北市,松山區,復勢里,住宅,56,0,0,3,3,0,0,0,0,0,0,0
94,20250609,臺北市,中正區,三愛里,公園,1,0,0,1,1,0,0,0,0,0,0,0
95,20250609,臺北市,中正區,幸市里,公園,1,0,0,0,0,0,0,0,0,0,0,0
96,20250609,臺北市,中正區,三愛里,公園,1,0,0,8,8,0,0,0,0,0,0,0
97,20250609,臺北市,中正區,河堤里,住宅,50,1,0,6,6,0,1,1,2,1,17,5
98,20250609,臺北市,中正區,網溪里,住宅,50,1,0,14,14,0,1,1,2,1,7,3
99,20250609,臺北市,中正區,建國里,公園,1,0,0,0,0,0,0,0,0,0,0,0
100,20250609,臺北市,中正區,黎明里,公園,1,0,0,0,0,0,0,0,0,0,0,0
101,20250609,臺北市,南港區,新富里,住宅,54,0,0,9,9,0,0,0,0,0,0,0
102,20250609,臺北市,大安區,學府里,學校,1,0,0,1,1,0,0,0,0,0,0,0
103,20250609,臺北市,松山區,介壽里,學校,1,0,0,5,5,0,0,0,0,0,0,0
104,20250609,臺北市,內湖區,港都里,學校,1,0,0,2,2,0,0,0,0,0,0,0
105,20250609,臺北市,士林區,福安里,住宅,60,0,0,22,22,0,0,0,0,0,0,0
106,20250609,臺北市,士林區,天玉里,住宅,60,0,0,30,30,0,0,0,0,0,0,0
107,20250609,臺北市,士林區,天母里,住宅,60,0,0,5,5,0,0,0,0,0,0,0
108,20250609,臺北市,萬華區,新起里,住宅,50,1,0,83,83,0,1,1,2,1,1,1
109,20250609,臺北市,士林區,富洲里,住宅,54,1,0,8,8,0,1,1,2,1,12,4
110,20250610,臺北市,萬華區,菜園里,住宅,50,0,0,98,98,0,0,0,0,0,0,0
111,20250610,臺北市,內湖區,樂康里,學校,1,0,0,10,10,0,0,0,0,0,0,0
112,20250610,臺北市,內湖區,內湖里,學校,1,1,0,31,31,0,4,4,400,9,13,4
113,20250610,臺北市,內湖區,大湖里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
114,20250610,臺北市,士林區,溪山里,住宅,50,1,0,10,10,0,1,1,2,1,10,4
115,20250610,臺北市,士林區,平等里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
116,20250610,臺北市,內湖區,大湖里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
117,20250610,臺北市,士林區,德華里,住宅,55,0,0,4,4,0,0,0,0,0,0,0
118,20250610,臺北市,內湖區,紫星里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
119,20250610,臺北市,內湖區,紫星里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
120,20250610,臺北市,內湖區,內湖里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
121,20250610,臺北市,大安區,敦安里,學校,1,1,0,7,7,0,6,6,600,9,86,9
122,20250610,臺北市,大安區,仁愛里,學校,1,0,0,8,8,0,0,0,0,0,0,0
123,20250610,臺北市,大安區,敦安里,學校,1,1,0,12,12,0,8,8,800,9,67,9
124,20250610,臺北市,中正區,螢圃里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
125,20250610,臺北市,中正區,龍光里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
126,20250610,臺北市,松山區,新東里,住宅,58,0,0,7,7,0,0,0,0,0,0,0
127,20250610,臺北市,松山區,東光里,住宅,60,0,0,11,11,0,0,0,0,0,0,0
128,20250610,臺北市,北投區,文化里,住宅,50,1,0,6,6,0,1,1,2,1,17,5
129,20250610,臺北市,北投區,一德里,公園,1,0,0,1,1,0,0,0,0,0,0,0
130,20250610,臺北市,北投區,關渡里,公園,1,1,0,26,26,0,1,1,100,8,4,2
131,20250610,臺北市,中山區,江寧里,住宅,70,1,0,31,31,0,1,1,1,1,3,2
132,20250610,臺北市,松山區,中華里,住宅,1,0,0,2,2,0,0,0,0,0,0,0
133,20250610,臺北市,中正區,螢圃里,公園,1,0,0,1,1,0,0,0,0,0,0,0
134,20250610,臺北市,中正區,南福里,公園,1,0,0,0,0,0,0,0,0,0,0,0
135,20250610,臺北市,內湖區,湖興里,學校,1,1,0,10,10,0,1,1,100,8,10,4
136,20250610,臺北市,士林區,德行里,住宅,52,0,0,10,10,0,0,0,0,0,0,0
137,20250611,臺北市,中正區,黎明里,公園,1,0,0,0,0,0,0,0,0,0,0,0
138,20250611,臺北市,大安區,古風里,學校,1,0,0,5,5,0,0,0,0,0,0,0
139,20250611,臺北市,南港區,東明里,住宅,87,1,0,8,8,0,1,1,1,1,12,4
140,20250611,臺北市,大安區,福住里,學校,1,1,0,11,11,0,4,4,400,9,36,8
141,20250611,臺北市,大安區,龍淵里,學校,1,1,0,4,4,0,2,2,200,9,50,9
142,20250611,臺北市,大安區,龍安里,學校,1,1,0,7,7,0,3,3,300,9,43,9
143,20250611,臺北市,北投區,關渡里,住宅,50,1,0,11,11,0,1,1,2,1,9,3
144,20250611,臺北市,北投區,一德里,住宅,50,0,0,8,8,0,0,0,0,0,0,0
145,20250611,臺北市,中正區,龍興里,住宅,50,1,0,8,8,0,1,1,2,1,12,4
146,20250611,臺北市,中正區,頂東里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
147,20250611,臺北市,中正區,黎明里,公園,1,0,0,0,0,0,0,0,0,0,0,0
148,20250611,臺北市,中山區,北安里,住宅,70,1,0,12,12,0,1,1,1,1,8,3
149,20250611,臺北市,信義區,四育里,住宅,72,0,0,10,10,0,0,0,0,0,0,0
150,20250611,臺北市,士林區,福林里,住宅,53,0,0,5,5,0,0,0,0,0,0,0
151,20250611,臺北市,士林區,福佳里,住宅,60,0,0,4,4,0,0,0,0,0,0,0
152,20250611,臺北市,內湖區,明湖里,學校,1,0,0,0,0,0,0,0,0,0,0,0
153,20250612,臺北市,士林區,福中里,住宅,72,0,0,0,0,0,0,0,0,0,0,0
154,20250612,臺北市,中正區,水源里,公園,1,0,0,1,1,0,0,0,0,0,0,0
155,20250612,臺北市,中正區,文盛里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
156,20250612,臺北市,士林區,百齡里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
157,20250612,臺北市,信義區,松友里,住宅,203,0,0,36,36,0,0,0,0,0,0,0
158,20250612,臺北市,信義區,四維里,住宅,144,0,0,27,27,0,0,0,0,0,0,0
159,20250612,臺北市,南港區,西新里,住宅,85,0,0,10,10,0,0,0,0,0,0,0
160,20250612,臺北市,中山區,朱崙里,住宅,70,0,0,5,5,0,0,0,0,0,0,0
161,20250613,臺北市,士林區,葫蘆里,住宅,58,1,0,10,10,0,1,1,2,1,10,4
162,20250613,臺北市,文山區,順興里,住宅,126,0,0,18,18,0,0,0,0,0,0,0
163,20250613,臺北市,信義區,大道里,住宅,108,1,0,12,12,0,1,1,1,1,8,3
164,20250613,臺北市,南港區,玉成里,住宅,50,0,0,22,22,0,0,0,0,0,0,0
165,20250613,臺北市,中正區,文祥里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
166,20250613,臺北市,內湖區,石潭里,住宅,52,1,0,3,3,0,1,1,2,1,33,8
167,20250613,臺北市,中山區,聚盛里,住宅,70,2,0,15,15,0,2,2,3,1,13,4
168,20250613,臺北市,中正區,南福里,住宅,50,1,0,8,8,0,1,1,2,1,12,4
169,20250613,臺北市,大安區,義村里,學校,1,0,0,8,8,0,0,0,0,0,0,0
170,20250613,臺北市,大安區,和安里,學校,1,0,0,4,4,0,0,0,0,0,0,0
171,20250613,臺北市,大安區,龍雲里,學校,1,1,0,14,14,0,2,2,200,9,14,4
172,20250613,臺北市,士林區,富光里,住宅,60,0,0,8,8,0,0,0,0,0,0,0
173,20250613,臺北市,文山區,萬興里,學校,0,0,0,21,21,0,0,0,0,0,0,0
174,20250613,臺北市,內湖區,週美里,學校,1,1,0,14,14,0,3,3,300,9,21,6
175,20250613,臺北市,中正區,光復里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
176,20250613,臺北市,中正區,愛國里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
177,20250616,臺北市,南港區,中研里,住宅,63,2,0,8,8,0,2,2,3,1,25,6
178,20250616,臺北市,松山區,中華里,住宅,1,0,0,10,10,0,0,0,0,0,0,0
179,20250616,臺北市,信義區,六藝里,住宅,120,0,0,8,8,0,0,0,0,0,0,0
180,20250616,臺北市,文山區,明興里,住宅,146,1,0,26,26,0,1,1,1,1,4,2
181,20250616,臺北市,中正區,板溪里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
182,20250616,臺北市,中正區,光復里,住宅,50,0,0,1,1,0,0,0,0,0,0,0
183,20250616,臺北市,中山區,復華里,住宅,70,3,0,17,17,0,3,3,4,1,18,5
184,20250616,臺北市,大安區,龍泉里,住宅,90,1,0,5,5,0,4,4,4,1,80,9
185,20250616,臺北市,大安區,龍雲里,住宅,78,2,0,3,3,0,3,3,4,1,100,9
186,20250616,臺北市,大安區,龍門里,住宅,60,4,0,4,4,0,4,4,7,2,100,9
187,20250616,臺北市,大安區,虎嘯里,住宅,84,1,0,3,3,0,2,2,2,1,67,9
188,20250616,臺北市,松山區,中華里,住宅,64,0,0,9,9,0,0,0,0,0,0,0
189,20250616,臺北市,松山區,吉祥里,住宅,74,0,0,8,8,0,0,0,0,0,0,0
190,20250617,臺北市,中山區,新喜里,住宅,70,3,0,29,29,0,3,3,4,1,10,4
191,20250617,臺北市,中正區,黎明里,公園,1,0,0,0,0,0,0,0,0,0,0,0
192,20250617,臺北市,大安區,敦安里,學校,1,1,0,8,8,0,3,3,300,9,38,8
193,20250617,臺北市,大安區,敦安里,學校,1,0,0,1,1,0,0,0,0,0,0,0
194,20250617,臺北市,士林區,永福里,住宅,51,0,0,16,16,0,0,0,0,0,0,0
195,20250617,臺北市,內湖區,週美里,住宅,23,0,0,0,0,0,0,0,0,0,0,0
196,20250617,臺北市,信義區,黎安里,住宅,98,2,0,34,34,0,2,2,2,1,6,3
197,20250617,臺北市,文山區,萬隆里,住宅,140,0,0,5,5,0,0,0,0,0,0,0
198,20250617,臺北市,中正區,黎明里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
199,20250617,臺北市,中正區,光復里,公園,1,0,0,1,1,0,0,0,0,0,0,0
200,20250617,臺北市,北投區,中央里,菜園,1,1,0,176,176,0,20,20,2000,9,11,4
201,20250617,臺北市,士林區,公館里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
202,20250618,臺北市,松山區,民有里,學校,1,0,0,3,3,0,0,0,0,0,0,0
203,20250618,臺北市,松山區,民有里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
204,20250618,臺北市,大安區,福住里,學校,1,0,0,3,3,0,0,0,0,0,0,0
205,20250618,臺北市,大安區,龍安里,學校,1,0,0,8,8,0,0,0,0,0,0,0
206,20250618,臺北市,大安區,龍淵里,學校,1,0,0,3,3,0,0,0,0,0,0,0
207,20250618,臺北市,內湖區,石潭里,住宅,72,3,0,24,24,0,3,3,4,1,12,4
208,20250618,臺北市,萬華區,青山里,住宅,50,1,0,96,96,0,1,1,2,1,1,1
209,20250618,臺北市,文山區,興家里,住宅,125,0,0,2,2,0,0,0,0,0,0,0
210,20250618,臺北市,文山區,興光里,住宅,80,0,0,6,6,0,0,0,0,0,0,0
211,20250618,臺北市,信義區,黎平里,住宅,67,0,0,0,0,0,0,0,0,0,0,0
212,20250618,臺北市,文山區,明義里,住宅,162,3,0,25,25,0,4,4,2,1,16,5
213,20250618,臺北市,萬華區,富民里,住宅,50,0,0,73,73,0,0,0,0,0,0,0
214,20250618,臺北市,信義區,嘉興里,住宅,118,1,0,20,20,0,1,1,1,1,5,2
215,20250618,臺北市,松山區,新聚里,住宅,68,0,0,15,15,0,0,0,0,0,0,0
216,20250618,臺北市,南港區,九如里,住宅,50,1,0,16,16,0,1,1,2,1,6,3
217,20250618,臺北市,中山區,下埤里,住宅,70,0,0,22,22,0,0,0,0,0,0,0
218,20250619,臺北市,中山區,康樂里,住宅,70,0,0,12,12,0,0,0,0,0,0,0
219,20250619,臺北市,文山區,萬興里,住宅,53,0,0,4,4,0,0,0,0,0,0,0
220,20250619,臺北市,內湖區,清白里,學校,1,0,0,10,10,0,0,0,0,0,0,0
221,20250619,臺北市,中正區,光復里,住宅,50,0,0,1,1,0,0,0,0,0,0,0
222,20250620,臺北市,松山區,莊敬里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
223,20250620,臺北市,松山區,東勢里,住宅,66,0,0,5,5,0,0,0,0,0,0,0
224,20250620,臺北市,松山區,莊敬里,學校,1,0,0,2,2,0,0,0,0,0,0,0
225,20250620,臺北市,內湖區,紫陽里,學校,1,0,0,2,2,0,0,0,0,0,0,0
226,20250620,臺北市,文山區,興光里,學校,0,0,0,28,28,0,0,0,0,0,0,0
227,20250620,臺北市,大安區,龍雲里,學校,1,0,0,1,1,0,0,0,0,0,0,0
228,20250620,臺北市,大安區,龍門里,住宅,60,0,0,4,4,0,0,0,0,0,0,0
229,20250620,臺北市,南港區,重陽里,住宅,80,0,0,2,2,0,0,0,0,0,0,0
230,20250623,臺北市,北投區,奇岩里,住宅,48,0,0,6,6,0,0,0,0,0,0,0
231,20250623,臺北市,信義區,惠安里,住宅,116,2,0,17,17,0,2,2,2,1,12,4
232,20250623,臺北市,信義區,興隆里,住宅,110,0,0,27,27,0,0,0,0,0,0,0
233,20250623,臺北市,內湖區,港富里,學校,1,0,0,8,8,0,0,0,0,0,0,0
234,20250623,臺北市,內湖區,湖濱里,學校,1,0,0,6,6,0,0,0,0,0,0,0
235,20250623,臺北市,文山區,老泉里,住宅,15,0,0,8,8,0,0,0,0,0,0,0
236,20250623,臺北市,中正區,三愛里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
237,20250624,臺北市,大安區,敦安里,學校,1,0,0,4,4,0,0,0,0,0,0,0
238,20250624,臺北市,松山區,吉祥里,學校,1,0,0,13,13,0,0,0,0,0,0,0
239,20250624,臺北市,松山區,吉祥里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
240,20250624,臺北市,松山區,中正里,住宅,73,0,0,25,25,0,0,0,0,0,0,0
241,20250625,臺北市,南港區,三重里,學校,1,0,0,280,280,0,0,0,0,0,0,0
242,20250625,臺北市,文山區,萬年里,學校,0,0,0,0,0,0,0,0,0,0,0,0
243,20250625,臺北市,內湖區,金湖里,學校,1,0,0,3,3,0,0,0,0,0,0,0
244,20250625,臺北市,信義區,廣居里,住宅,102,0,0,0,0,0,0,0,0,0,0,0
245,20250625,臺北市,萬華區,福音里,住宅,50,0,0,92,92,0,0,0,0,0,0,0
246,20250626,臺北市,萬華區,仁德里,住宅,50,0,0,102,102,0,0,0,0,0,0,0
247,20250626,臺北市,文山區,試院里,學校,0,0,0,13,13,0,0,0,0,0,0,0
248,20250626,臺北市,萬華區,富福里,住宅,50,0,0,94,94,0,0,0,0,0,0,0
249,20250626,臺北市,信義區,國業里,住宅,254,0,0,8,8,0,0,0,0,0,0,0
250,20250626,臺北市,中山區,永安里,住宅,19,1,0,9,9,0,1,1,5,2,11,4
251,20250627,臺北市,南港區,東新里,學校,1,0,0,59,59,0,0,0,0,0,0,0
252,20250627,臺北市,內湖區,港墘里,學校,1,0,0,13,13,0,0,0,0,0,0,0
253,20250627,臺北市,萬華區,柳鄉里,住宅,50,0,0,102,102,0,0,0,0,0,0,0
254,20250627,臺北市,文山區,興得里,學校,0,0,0,1,1,0,0,0,0,0,0,0
255,20250627,臺北市,士林區,永福里,機關,1,0,8,0,8,0,0,0,0,0,0,0
256,20250628,臺北市,大同區,建功里,住宅,48,0,14,0,14,0,0,0,0,0,0,0
257,20250628,臺北市,北投區,溫泉里,住宅,28,0,9,0,9,0,0,0,0,0,0,0
258,20250629,臺北市,大安區,住安里,住宅,66,0,0,6,6,0,0,0,0,0,0,0
259,20250630,臺北市,大同區,建明里,住宅,57,0,0,0,0,0,0,0,0,0,0,0
260,20250630,臺北市,中正區,黎明里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
261,20250630,臺北市,文山區,景慶里,住宅,162,1,0,28,28,0,1,1,1,1,4,2
262,20250630,臺北市,大同區,老師里,住宅,3,0,0,0,0,0,0,0,0,0,0,0
263,20250630,臺北市,萬華區,華江里,住宅,50,0,0,100,100,0,0,0,0,0,0,0
264,20250630,臺北市,萬華區,富福里,學校,1,0,0,10,10,0,0,0,0,0,0,0
