流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
266,20250715,臺北市,中正區,黎明里,其他,1,0,0,0,0,0,0,0,0,0,0,0
267,20250715,臺北市,中正區,光復里,其他,1,0,0,0,0,0,0,0,0,0,0,0
268,20250715,臺北市,中正區,光復里,其他,1,0,0,0,0,0,0,0,0,0,0,0
269,20250715,臺北市,大安區,學府里,住宅,70,4,0,21,21,0,6,6,9,2,29,7
270,20250715,臺北市,士林區,翠山里,住宅,52,1,0,14,14,0,1,1,2,1,7,3
271,20250715,臺北市,中山區,金泰里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
272,20250715,臺北市,大安區,龍門里,學校,1,0,0,3,3,0,0,0,0,0,0,0
273,20250715,臺北市,松山區,民有里,住宅,78,0,0,3,3,0,0,0,0,0,0,0
274,20250715,臺北市,士林區,明勝里,公園,1,0,0,0,0,0,0,0,0,0,0,0
275,20250715,臺北市,信義區,安康里,學校,1,0,0,14,14,0,0,0,0,0,0,0
276,20250715,臺北市,文山區,明義里,學校,0,0,0,0,0,0,0,0,0,0,0,0
277,20250715,臺北市,信義區,安康里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
278,20250715,臺北市,信義區,安康里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
279,20250715,臺北市,文山區,興旺里,菜園,0,0,0,0,0,0,0,0,0,0,0,0
280,20250715,臺北市,松山區,鵬程里,學校,1,0,0,9,9,0,0,0,0,0,0,0
281,20250715,臺北市,松山區,鵬程里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
282,20250715,臺北市,北投區,泉源里,學校,1,0,0,2,2,0,0,0,0,0,0,0
283,20250715,臺北市,北投區,泉源里,學校,1,0,0,2,2,0,0,0,0,0,0,0
284,20250715,臺北市,內湖區,湖濱里,學校,1,0,0,13,13,0,0,0,0,0,0,0
285,20250715,臺北市,士林區,臨溪里,住宅,59,0,0,12,12,0,0,0,0,0,0,0
286,20250716,臺北市,松山區,新東里,學校,1,0,0,4,4,0,0,0,0,0,0,0
287,20250716,臺北市,松山區,新東里,菜園,1,0,0,8,8,0,0,0,0,0,0,0
288,20250716,臺北市,松山區,自強里,菜園,68,0,0,2,2,0,0,0,0,0,0,0
289,20250716,臺北市,信義區,景聯里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
290,20250716,臺北市,信義區,永春里,學校,1,0,0,0,0,0,0,0,0,0,0,0
291,20250716,臺北市,信義區,永春里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
